Symbol,Name,Market Cap,Country,Volume,Sector,Industry,,,,,,,,,Symbol,Sector,
ITRN,Ituran Location and Control Ltd. Ordinary Shares,540313424,Israel,13548,Technology,Electronic Components,,,,,,,,,ITRN,Technology,
IVA,Inventiva S.A. American Depository Shares,606251302,France,8294,Consumer Services,Other Consumer Services,,,,,,,,,IVA,Consumer Services,
IVAC,Intevac Inc. Common Stock,116045844,United States,34306,,,,,,,,,,,IVAC,,
IXAQU,IX Acquisition Corp. Unit,0,United Kingdom,10956,,,,,,,,,,,IXAQU,,
IZEA,IZEA Worldwide Inc. Common Stock,127668350,United States,984772,Technology,Advertising,,,,,,,,,IZEA,Technology,
JACK,Jack In The Box Inc. Common Stock,2143099283,United States,143256,Consumer Services,Restaurants,,,,,,,,,JACK,Consumer Services,
JAGX,Jaguar Health Inc. Common Stock,96783922,United States,1437472,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,JAGX,Health Care,
JAKK,JAKKS Pacific Inc. Common Stock,104253779,United States,412252,Consumer Non-Durables,Recreational Products/Toys,,,,,,,,,JAKK,Consumer Non-Durables,
JAMF,Jamf Holding Corp. Common Stock,5551793241,United States,812475,Technology,Computer Software: Prepackaged Software,,,,,,,,,JAMF,Technology,
JAN,JanOne Inc. Common Stock (NV),17218927,United States,24012,Public Utilities,Environmental Services,,,,,,,,,JAN,Public Utilities,
JANX,Janux Therapeutics Inc. Common Stock,1009911348,United States,32396,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,JANX,Health Care,
JAQC,Jupiter Acquisition Corporation Common stock,196683250,United States,8530,,,,,,,,,,,JAQC,,
JAQCW,Jupiter Acquisition Corporation Warrants,0,United States,200,,,,,,,,,,,JAQCW,,
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),8216022345,Ireland,563315,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,JAZZ,Health Care,
JBHT,J.B. Hunt Transport Services Inc. Common Stock,20793822140,United States,297694,Transportation,Trucking Freight/Courier Services,,,,,,,,,JBHT,Transportation,
JBLU,JetBlue Airways Corporation Common Stock,4500013479,United States,6270701,Transportation,Air Freight/Delivery Services,,,,,,,,,JBLU,Transportation,
JBSS,John B. Sanfilippo & Son Inc. Common Stock,972728804,United States,25850,Consumer Non-Durables,Specialty Foods,,,,,,,,,JBSS,Consumer Non-Durables,
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,421762500,United States,182607,Finance,Business Services,,,,,,,,,JCIC,Finance,
JCICU,Jack Creek Investment Corp. Units,0,United States,18509,Finance,Business Services,,,,,,,,,JCICU,Finance,
JCICW,Jack Creek Investment Corp. Warrants,0,United States,260619,Finance,Business Services,,,,,,,,,JCICW,Finance,
JCS,Communications Systems Inc. Common Stock,36344621,United States,100767,Public Utilities,Telecommunications Equipment,,,,,,,,,JCS,Public Utilities,
JCTCF,Jewett-Cameron Trading Company Common Shares,37578264,United States,4411,,,,,,,,,,,JCTCF,,
JD,JD.com Inc. American Depositary Shares,1.26E+11,China,4465972,Miscellaneous,Diversified Commercial Services,,,,,,,,,JD,Miscellaneous,
JFIN,Jiayin Group Inc. American Depositary Shares,209076750,China,87440,Finance,Finance: Consumer Services,,,,,,,,,JFIN,Finance,
JFU,9F Inc. American Depositary Shares,307301128,China,169298,Finance,Finance: Consumer Services,,,,,,,,,JFU,Finance,
JG,Aurora Mobile Limited American Depositary Shares,175690930,China,513248,Technology,EDP Services,,,,,,,,,JG,Technology,
JJSF,J & J Snack Foods Corp. Common Stock,2826986176,United States,41341,Consumer Non-Durables,Specialty Foods,,,,,,,,,JJSF,Consumer Non-Durables,
JKHY,Jack Henry & Associates Inc. Common Stock,12124758270,United States,417806,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,,,JKHY,Technology,
JMACU,Maxpro Capital Acquisition Corp. Units,0,Taiwan,112112,,,,,,,,,,,JMACU,,
JMPNZ,JMP Group LLC 6.875% Senior Notes due 2029,0,United States,1879,Finance,Investment Bankers/Brokers/Service,,,,,,,,,JMPNZ,Finance,
JNCE,Jounce Therapeutics Inc. Common Stock,438546168,United States,1004213,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,JNCE,Health Care,
JOAN,JOANN Inc. Common Stock,443522137,United States,446494,Consumer Non-Durables,Department/Specialty Retail Stores,,,,,,,,,JOAN,Consumer Non-Durables,
JOBS,51job Inc. American Depositary Shares,4109623516,China,159617,Technology,Diversified Commercial Services,,,,,,,,,JOBS,Technology,
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,504562500,United States,50624,,,,,,,,,,,JOFF,,
JOFFU,JOFF Fintech Acquisition Corp. Unit,0,United States,5867,,,,,,,,,,,JOFFU,,
JOFFW,JOFF Fintech Acquisition Corp. Warrant,0,United States,16596,,,,,,,,,,,JOFFW,,
JOUT,Johnson Outdoors Inc. Class A Common Stock,1070647584,United States,11171,Consumer Non-Durables,Recreational Products/Toys,,,,,,,,,JOUT,Consumer Non-Durables,
JRJC,China Finance Online Co. Limited American Depositary Shares,15726222,China,112758,Finance,Investment Bankers/Brokers/Service,,,,,,,,,JRJC,Finance,
JRSH,Jerash Holdings (US) Inc. Common Stock,78939635,United States,32198,Basic Industries,Industrial Specialties,,,,,,,,,JRSH,Basic Industries,
JRVR,James River Group Holdings Ltd. Common Shares,1192470788,Bermuda,360990,Finance,Property-Casualty Insurers,,,,,,,,,JRVR,Finance,
JSM,Navient Corporation 6% Senior Notes due December 15 2043,0,United States,12837,Finance,Finance: Consumer Services,,,,,,,,,JSM,Finance,
JSPR,Jasper Therapeutics Inc. Common Stock,324300157,United States,807362,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,JSPR,Health Care,
JSPRW,Japer Therapeutics Inc. Warrants,0,United States,15930,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,JSPRW,Health Care,
JUGG,Jaws Juggernaut Acquisition Corporation Class A Ordinary Share,338790000,United States,13105,,,,,,,,,,,JUGG,,
JUGGU,Jaws Juggernaut Acquisition Corporation Unit,0,United States,9862,,,,,,,,,,,JUGGU,,
JUGGW,Jaws Juggernaut Acquisition Corporation Warrant,0,United States,72878,,,,,,,,,,,JUGGW,,
JUPW,Jupiter Wellness Inc. Common Stock,41727986,United States,714635,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,JUPW,Health Care,
JUPWW,Jupiter Wellness Inc. Warrant,0,United States,5518,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,JUPWW,Health Care,
JVA,Coffee Holding Co. Inc. Common Stock,25745781,United States,16917,Consumer Non-Durables,Specialty Foods,,,,,,,,,JVA,Consumer Non-Durables,
JWEL,Jowell Global Ltd. Ordinary Shares,150278039,China,72513,Consumer Services,Other Consumer Services,,,,,,,,,JWEL,Consumer Services,
JYAC,Jiya Acquisition Corp. Class A Common Stock,131512550,United States,1,,,,,,,,,,,JYAC,,
JYNT,The Joint Corp. Common Stock,1222973466,United States,163769,,,,,,,,,,,JYNT,,
JZXN,Jiuzi Holdings Inc. Ordinary Shares,44996372,China,443596,Consumer Durables,Automotive Aftermarket,,,,,,,,,JZXN,Consumer Durables,
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,284895000,United States,77319,Finance,Business Services,,,,,,,,,KAII,Finance,
KAIIU,Kismet Acquisition Two Corp. Unit,0,United States,1,Finance,Business Services,,,,,,,,,KAIIU,Finance,
KAIIW,Kismet Acquisition Two Corp. Warrant,0,United States,1000,Finance,Business Services,,,,,,,,,KAIIW,Finance,
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,337065000,United States,1719,Finance,Business Services,,,,,,,,,KAIR,Finance,
KAIRU,Kairos Acquisition Corp. Unit,0,United States,39,Finance,Business Services,,,,,,,,,KAIRU,Finance,
KAIRW,Kairos Acquisition Corp. Warrant,0,United States,100,Finance,Business Services,,,,,,,,,KAIRW,Finance,
KALA,Kala Pharmaceuticals Inc. Common Stock,96983566,United States,1509154,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KALA,Health Care,
KALU,Kaiser Aluminum Corporation Common Stock,1585791320,United States,130856,Basic Industries,Aluminum,,,,,,,,,KALU,Basic Industries,
KALV,KalVista Pharmaceuticals Inc. Common Stock,429373306,United Kingdom,117060,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KALV,Health Care,
KARO,Karooooo Ltd. Ordinary Shares,1083288710,Singapore,12774,Technology,Computer Software: Prepackaged Software,,,,,,,,,KARO,Technology,
KAVL,Kaival Brands Innovations Group Inc. Common Stock,49857609,United States,3959744,Consumer Non-Durables,Farming/Seeds/Milling,,,,,,,,,KAVL,Consumer Non-Durables,
KBAL,Kimball International Inc. Class B Common Stock,403846474,United States,176293,Consumer Durables,Industrial Specialties,,,,,,,,,KBAL,Consumer Durables,
KBNT,Kubient Inc. Common Stock,42473600,United States,150219,Technology,EDP Services,,,,,,,,,KBNT,Technology,
KBNTW,Kubient Inc. Warrant,0,United States,48756,Technology,EDP Services,,,,,,,,,KBNTW,Technology,
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,5942643980,China,1309832,Technology,Computer Software: Prepackaged Software,,,,,,,,,KC,Technology,
KDMN,Kadmon Holdings Inc. Common Stock,1667251808,United States,5856579,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KDMN,Health Care,
KDNY,Chinook Therapeutics Inc. Common Stock,481597162,United States,183137,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KDNY,Health Care,
KDP,Keurig Dr Pepper Inc. Common Stock,50312433067,United States,5121077,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,,,KDP,Consumer Non-Durables,
KE,Kimball Electronics Inc. Common Stock,718388073,United States,85847,Capital Goods,Industrial Machinery/Components,,,,,,,,,KE,Capital Goods,
KELYA,Kelly Services Inc. Class A Common Stock,717227236,United States,70340,Technology,Diversified Commercial Services,,,,,,,,,KELYA,Technology,
KELYB,Kelly Services Inc. Class B Common Stock,734951138,United States,1153,Technology,Diversified Commercial Services,,,,,,,,,KELYB,Technology,
KEQU,Kewaunee Scientific Corporation Common Stock,35989362,United States,1941,Capital Goods,Medical Specialities,,,,,,,,,KEQU,Capital Goods,
KERN,Akerna Corp. Common Stock,38942618,United States,190025,Health Care,Managed Health Care,,,,,,,,,KERN,Health Care,
KERNW,Akerna Corp Warrant,0,United States,51193,Health Care,Managed Health Care,,,,,,,,,KERNW,Health Care,
KFFB,Kentucky First Federal Bancorp Common Stock,57800983,United States,3328,Finance,Savings Institutions,,,,,,,,,KFFB,Finance,
KFRC,Kforce Inc. Common Stock,1393350423,United States,64415,Technology,Diversified Commercial Services,,,,,,,,,KFRC,Technology,
KHC,The Kraft Heinz Company Common Stock,44629162721,United States,5815696,Consumer Non-Durables,Farming/Seeds/Milling,,,,,,,,,KHC,Consumer Non-Durables,
KIDS,OrthoPediatrics Corp. Common Stock,1384558714,United States,98124,Health Care,Medical/Dental Instruments,,,,,,,,,KIDS,Health Care,
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,353808125,United States,2121,Finance,Business Services,,,,,,,,,KIII,Finance,
KIIIU,Kismet Acquisition Three Corp. Unit,0,United States,6,Finance,Business Services,,,,,,,,,KIIIU,Finance,
KIIIW,Kismet Acquisition Three Corp. Warrant,0,United States,1500,Finance,Business Services,,,,,,,,,KIIIW,Finance,
KINS,Kingstone Companies Inc. Common Stock,58631859,United States,24166,Finance,Specialty Insurers,,,,,,,,,KINS,Finance,
KINZ,KINS Technology Group Inc. Class A Common Stock,343965000,United States,134289,,,,,,,,,,,KINZ,,
KINZU,KINS Technology Group Inc. Unit,0,United States,749,,,,,,,,,,,KINZU,,
KINZW,KINS Technology Group Inc. Warrant,0,United States,751,,,,,,,,,,,KINZW,,
KIRK,Kirkland's Inc. COMMONSTOCK,304304631,United States,213678,Miscellaneous,Diversified Commercial Services,,,,,,,,,KIRK,Miscellaneous,
KLAC,KLA Corporation Common Stock,54009086373,United States,2350104,Capital Goods,Electronic Components,,,,,,,,,KLAC,Capital Goods,
KLAQ,KL Acquisition Corp Class A Common Stock,350031250,United States,365,,,,,,,,,,,KLAQ,,
KLAQU,KL Acquisition Corp Unit,0,United States,16750,,,,,,,,,,,KLAQU,,
KLAQW,KL Acquisition Corp Warrant,0,United States,50,,,,,,,,,,,KLAQW,,
KLDO,Kaleido Biosciences Inc. Common Stock,176696745,United States,119145,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,KLDO,Health Care,
KLIC,Kulicke and Soffa Industries Inc. Common Stock,3527247532,Singapore,1300640,Technology,Semiconductors,,,,,,,,,KLIC,Technology,
KLTR,Kaltura Inc. Common Stock,1178881879,United States,78574,Technology,EDP Services,,,,,,,,,KLTR,Technology,
KLXE,KLX Energy Services Holdings Inc. Common Stock,39959442,United States,270586,Energy,Oilfield Services/Equipment,,,,,,,,,KLXE,Energy,
KMDA,Kamada Ltd. Ordinary Shares,256838389,Israel,22294,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KMDA,Health Care,
KMPH,KemPharm Inc. Common Stock,353295177,United States,387812,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KMPH,Health Care,
KNBE,KnowBe4 Inc. Class A Common Stock,3906778314,United States,371543,Technology,Computer Software: Prepackaged Software,,,,,,,,,KNBE,Technology,
KNDI,Kandi Technologies Group Inc Common Stock,339317271,China,4373019,Capital Goods,Auto Parts:O.E.M.,,,,,,,,,KNDI,Capital Goods,
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,749642353,United States,377403,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KNSA,Health Care,
KNSL,Kinsale Capital Group Inc. Common Stock,3760642121,United States,180296,Finance,Property-Casualty Insurers,,,,,,,,,KNSL,Finance,
KNTE,Kinnate Biopharma Inc. Common Stock,1058269601,United States,56886,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KNTE,Health Care,
KOD,Kodiak Sciences Inc Common Stock,6053495085,United States,153075,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KOD,Health Care,
KOPN,Kopin Corporation Common Stock,494047112,United States,8753154,Capital Goods,Industrial Machinery/Components,,,,,,,,,KOPN,Capital Goods,
KOR,Corvus Gold Inc. Common Shares,417841416,Canada,81796,,,,,,,,,,,KOR,,
KOSS,Koss Corporation Common Stock,150434266,United States,416289,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,,,,,KOSS,Consumer Non-Durables,
KPLT,Katapult Holdings Inc. Common Stock,411491864,United States,2572655,Technology,EDP Services,,,,,,,,,KPLT,Technology,
KPLTW,Katapult Holdings Inc. Warrant,0,United States,55038,Technology,EDP Services,,,,,,,,,KPLTW,Technology,
KPTI,Karyopharm Therapeutics Inc. Common Stock,419764760,United States,1134672,Miscellaneous,Diversified Commercial Services,,,,,,,,,KPTI,Miscellaneous,
KRBP,Kiromic BioPharma Inc. Common Stock,35197931,United States,1069978,Consumer Durables,Specialty Chemicals,,,,,,,,,KRBP,Consumer Durables,
KRKR,36Kr Holdings Inc. American Depositary Shares,66314244,China,72265,Miscellaneous,Business Services,,,,,,,,,KRKR,Miscellaneous,
KRMD,Repro Med Systems Inc. Common Stock,112168128,United States,40733,Health Care,Medical/Dental Instruments,,,,,,,,,KRMD,Health Care,
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,371223594,United States,1420,Finance,Business Services,,,,,,,,,KRNL,Finance,
KRNLU,Kernel Group Holdings Inc. Units,0,United States,150,Finance,Business Services,,,,,,,,,KRNLU,Finance,
KRNLW,Kernel Group Holdings Inc. Warrants,0,United States,41919,Finance,Business Services,,,,,,,,,KRNLW,Finance,
KRNT,Kornit Digital Ltd. Ordinary Shares,7642275763,Israel,221473,Capital Goods,Industrial Machinery/Components,,,,,,,,,KRNT,Capital Goods,
KRNY,Kearny Financial Corp Common Stock,1036055975,United States,328809,Finance,Savings Institutions,,,,,,,,,KRNY,Finance,
KRON,Kronos Bio Inc. Common Stock,969822201,United States,120630,Consumer Durables,Specialty Chemicals,,,,,,,,,KRON,Consumer Durables,
KROS,Keros Therapeutics Inc. Common Stock,985324534,United States,138601,Consumer Durables,Specialty Chemicals,,,,,,,,,KROS,Consumer Durables,
KRT,Karat Packaging Inc. Common Stock,441013365,United States,64410,Capital Goods,Office Equipment/Supplies/Services,,,,,,,,,KRT,Capital Goods,
KRTX,Karuna Therapeutics Inc. Common Stock,4133333058,United States,121655,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KRTX,Health Care,
KRUS,Kura Sushi USA Inc. Class A Common Stock,408159416,United States,55714,Consumer Services,Restaurants,,,,,,,,,KRUS,Consumer Services,
KRYS,Krystal Biotech Inc. Common Stock,1193997370,United States,190241,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,KRYS,Health Care,
KSI,Kadem Sustainable Impact Corporation Class A common stock,212515625,United States,701,,,,,,,,,,,KSI,,
KSICU,Kadem Sustainable Impact Corporation Unit,0,United States,51300,,,,,,,,,,,KSICU,,
KSICW,Kadem Sustainable Impact Corporation Warrant,0,United States,101263,,,,,,,,,,,KSICW,,
KSPN,Kaspien Holdings Inc. Common Stock,38684655,United States,678,Consumer Services,Consumer Electronics/Video Chains,,,,,,,,,KSPN,Consumer Services,
KTCC,Key Tronic Corporation Common Stock,69521687,United States,8503,Technology,Computer peripheral equipment,,,,,,,,,KTCC,Technology,
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,2683680654,United States,659335,Consumer Non-Durables,Ordnance And Accessories,,,,,,,,,KTOS,Consumer Non-Durables,
KTRA,Kintara Therapeutics Inc. Common Stock,37480208,United States,896814,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KTRA,Health Care,
KTTA,Pasithea Therapeutics Corp. Common Stock,36824606,United States,519019,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KTTA,Health Care,
KTTAW,Pasithea Therapeutics Corp. Warrant,0,United States,12243,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,KTTAW,Health Care,
KURA,Kura Oncology Inc. Common Stock,1120394085,United States,334723,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,KURA,Health Care,
KVHI,KVH Industries Inc. Common Stock,192990703,United States,23278,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,,,KVHI,Technology,
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,404090200,United States,433993,,,,,,,,,,,KVSA,,
